"Statistic","University League Table 2008 to 2027"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Good Honours,Degree Completion,Continuation,Overall Score"
"University name","Institution names show the name at the time of the most recent league table to aid comparison with historic data. Some may have entered the subject tables when they were university colleges. Where institutions merged, the historic institution names are  used up until the year before the merger"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2026 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Good Honours","Degree Completion","Continuation","Overall Score"
"2015","98","Cardiff Metropolitan University","301","4.03","1.88","","50.4","","","20.3","851","507","52.9","85.3","","539"
"2015","99","University of Greenwich","304","4.06","1.90","","52.5","","","21.5","1016","478","63.3","82.1","","538"
"2015","100","University of South Wales","319","3.96","2.09","","55.5","","","21.6","759","381","59.9","82.2","","536"
"2015","101","Edinburgh Napier University","339","3.97","1.83","","62.3","","","21.6","800","217","67.3","75.2","","534"
"2015","102","Leeds Beckett University","277","3.93","2.05","","59.9","","","19.9","748","400","61.2","79.5","","531"
"2015","103","Canterbury Christ Church University","270","4.01","1.79","","57.6","","","18.9","790","332","66.7","82.2","","526"
"2015","104","University of Worcester","297","4.00","1.54","","62.9","","","21.1","667","295","58.5","85.3","","518"
"2015","105","University of Staffordshire","268","4.02","1.62","","53.6","","","17.7","972","411","58.5","80.8","","513"
"2015","106","Birmingham Newman University","300","4.15","1.52","","59.6","","","18.1","1053","301","52.7","77.2","","512"
"2015","107","Kingston University","295","3.89","2.04","","56.4","","","19.4","921","404","59.0","79.6","","510"
"2015","108","University of Sunderland","298","4.02","1.86","","49.2","","","17.9","823","465","54.3","80.4","","509"
"2015","109","Plymouth Marjon University","271","4.14","1.08","","63.5","","","19.2","602","767","51.1","82.9","","502"
"2015","110","University of West London","250","3.96","1.67","","62.1","","","18.3","1115","429","52.0","77.6","","496"
"2015","110","Wrexham University","271","4.11","1.69","","60.6","","","20.1","1426","348","53.5","77.9","","496"
"2015","112","University of Cumbria","285","4.04","1.23","","58.8","","","20.8","538","373","66.9","84.9","","487"
"2015","113","Leeds Trinity University","277","4.06","1.86","","57.9","","","23.6","772","350","56.0","84.9","","486"
"2015","114","Southampton, Solent University","293","3.86","1.49","","48.1","","","18.8","768","499","61.1","76.4","","475"
"2015","115","Buckinghamshire New University","247","3.87","1.67","","42.9","","","22.2","777","1291","53.3","83.0","","460"
"2015","116","Anglia Ruskin University","248","3.95","2.07","","60.7","","","23.0","868","337","51.6","82.5","","445"
"2015","117","University of Bedfordshire","225","3.92","2.09","","53.1","","","20.9","974","665","47.5","82.3","","439"
"2015","118","Lincoln Bishop University","272","4.14","1.19","","66.4","","","30.2","331","109","57.0","92.0","","429"
"2015","119","University of the West of Scotland","293","3.95","1.84","","56.2","","","22.0","981","269","58.5","67.7","","426"
"2015","120","London South Bank University","231","3.91","2.24","","55.0","","","21.9","971","249","59.7","72.5","","421"
"2015","121","University of Greater Manchester","266","3.98","1.75","","52.9","","","19.9","677","272","50.6","71.9","","411"
"2015","122","University of East London","269","3.96","2.24","","42.7","","","26.3","721","566","54.2","67.5","","372"
"2015","123","London Metropolitan University","232","3.83","1.84","","44.6","","","21.5","412","206","51.3","70.5","","329"
"2016","1","University of Cambridge","601","4.18","3.33","0.95","88.3","","","11.3","2498","780","89.3","98.4","","1000"
"2016","2","University of Oxford","571","4.17","3.34","0.87","81.9","","","10.6","2775","446","92.1","96.4","","989"
"2016","3","London School of Economics and Political Science, University of London","532","3.95","3.35","0.85","83.0","","","11.4","1833","514","82.1","94.8","","953"
"2016","4","Imperial College London","566","4.10","3.36","0.92","89.9","","","11.3","2144","658","87.3","96.5","","943"
"2016","5","Durham University","521","4.16","3.14","0.79","79.5","","","14.9","1430","1030","87.4","96.6","","926"
"2016","5","University of St Andrews","516","4.25","3.13","0.82","78.5","","","11.4","1911","456","89.6","95.3","","926"
"2016","7","University of Warwick","480","4.12","3.22","0.83","77.6","","","12.6","1760","619","82.3","96.7","","909"
"2016","8","University of Surrey","424","4.24","2.98","0.73","81.2","","","14.0","1664","641","78.9","92.2","","885"
"2016","9","Lancaster University","434","4.10","3.15","0.77","78.1","","","13.8","1565","778","76.9","93.4","","882"
"2016","10","University of Exeter","463","4.22","3.08","0.82","79.4","","","15.6","1629","670","84.1","95.8","","876"
"2016","11","Loughborough University","397","4.19","2.95","0.88","79.9","","","15.0","1210","949","79.8","93.1","","874"
"2016","11","University of Bath","476","4.24","3.17","0.74","85.1","","","16.7","1307","421","84.1","96.1","","874"
"2016","13","UCL (University College London)","500","3.96","3.22","0.91","81.3","","","10.3","1982","195","87.9","94.7","","873"
"2016","14","University of Southampton","408","4.05","3.15","0.90","77.7","","","12.0","1623","496","80.4","92.4","","842"
